OrganisationID¬OrganisationCode¬OrganisationName¬MetricName¬Value¬Text
18082¬NLL04¬Launceston General Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18083¬NLL07¬Liskeard Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18085¬NLL09¬Stratton Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18090¬NLL16¬Falmouth Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18093¬NLL19¬Poltair Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18095¬NLL21¬St Mary's Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18102¬NLT02¬North Somerset Community Hospital¬A&E performance¬100.00%¬Patients seen within 4 hours
18102¬NLT02¬North Somerset Community Hospital¬Percentage of patients waiting less than 18 weeks¬99%¬99% of patients waiting less than 18 weeks from referral
18102¬NLT02¬North Somerset Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18271¬NQ106¬Fryatt Hospital, Harwich¬A&E performance¬100.00%¬Patients seen within 4 hours
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Choice of food¬90.49%¬90.49% Amongst the best
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Care hours per patient day¬6.49¬hours
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Cost of food services per patient per day¬£10.01¬
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Financial performance¬£1.93m Surplus¬
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Food available between meals¬1¬
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Fresh fruit available¬2¬
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Percentage of patients waiting less than 18 weeks¬100%¬100% of patients waiting less than 18 weeks from referral
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Menu approved by dietitian¬1¬
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Quality of food¬99.18%¬99.18% Amongst the best
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Friends and Family Test score: Staff - Care¬85%¬staff recommend this hospital for care. 795 responses. 3719 staff work at this trust.
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Friends and Family Test score: Staff - Work¬69%¬staff recommend this hospital as a place to work. 795 responses. 3719 staff work at this trust.
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
61351¬RH5F4¬Burnham On Sea War Memorial Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
61619¬RL4CD¬West Park Hospital¬A&E performance¬88.72%¬Patients seen within 4 hours
61619¬RL4CD¬West Park Hospital¬Agency staff as a percentage of average expenditure¬2%¬Significantly below average with a value of 2%
61619¬RL4CD¬West Park Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61619¬RL4CD¬West Park Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61619¬RL4CD¬West Park Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61619¬RL4CD¬West Park Hospital¬Choice of breakfast¬1¬Amongst the best
61619¬RL4CD¬West Park Hospital¬Choice of food¬92.08%¬92.08% Amongst the best
61619¬RL4CD¬West Park Hospital¬Care hours per patient day¬5.72¬hours
61619¬RL4CD¬West Park Hospital¬Consistency of reporting to the NRLS¬2¬Reported in four or five of the past six months
61619¬RL4CD¬West Park Hospital¬Cost of food services per patient per day¬£12.34¬
61619¬RL4CD¬West Park Hospital¬Estimated Procurement Savings Target¬1,349,631¬£1,349,631 - £6,174,385
61619¬RL4CD¬West Park Hospital¬Financial performance¬£13.56m Surplus¬
61619¬RL4CD¬West Park Hospital¬Food available between meals¬1¬
61619¬RL4CD¬West Park Hospital¬Fresh fruit available¬1¬
61619¬RL4CD¬West Park Hospital¬Percentage of patients waiting less than 18 weeks¬89%¬89% of patients waiting less than 18 weeks from referral
61619¬RL4CD¬West Park Hospital¬Infection control and cleanliness¬1¬Among the worst
61619¬RL4CD¬West Park Hospital¬Menu approved by dietitian¬1¬
61619¬RL4CD¬West Park Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
61619¬RL4CD¬West Park Hospital¬Open and honest reporting¬2¬Among the best
61619¬RL4CD¬West Park Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
61619¬RL4CD¬West Park Hospital¬Patients assessed for blood clots¬95.72¬95.72% of patients assessed
61619¬RL4CD¬West Park Hospital¬Potential under-reporting of incidents¬2¬Within expected range
61619¬RL4CD¬West Park Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
61619¬RL4CD¬West Park Hospital¬Price Performance¬Middle 50%¬Middle 50%
61619¬RL4CD¬West Park Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
61619¬RL4CD¬West Park Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
61619¬RL4CD¬West Park Hospital¬Staff who stated the incident reporting procedure was fair and effective¬1¬Among the best
61619¬RL4CD¬West Park Hospital¬Quality of food¬94.51%¬94.51% Amongst the best
61619¬RL4CD¬West Park Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.208¬Higher number of deaths than expected
61619¬RL4CD¬West Park Hospital¬Friends and Family Test score: Staff - Care¬88%¬staff recommend this hospital for care. 1705 responses. 8929 staff work at this trust.
61619¬RL4CD¬West Park Hospital¬Friends and Family Test score: Staff - Work¬78%¬staff recommend this hospital as a place to work. 1705 responses. 8929 staff work at this trust.
61619¬RL4CD¬West Park Hospital¬Recommended by staff¬73¬Within expected range with a value of 73%
61619¬RL4CD¬West Park Hospital¬Recommended by staff¬73¬Within expected range with a value of 73%
61862¬RK935¬South Hams Hospital¬A&E performance¬84.57%¬Patients seen within 4 hours
61862¬RK935¬South Hams Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
61862¬RK935¬South Hams Hospital¬Estimated Procurement Savings Target¬1,446,491¬£1,446,491 - £7,131,488
61862¬RK935¬South Hams Hospital¬Financial performance¬£4.71m Surplus¬
61862¬RK935¬South Hams Hospital¬Percentage of patients waiting less than 18 weeks¬77%¬77% of patients waiting less than 18 weeks from referral
61862¬RK935¬South Hams Hospital¬Infection control and cleanliness¬2¬As expected
61862¬RK935¬South Hams Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
61862¬RK935¬South Hams Hospital¬Open and honest reporting¬2¬Among the best
61862¬RK935¬South Hams Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Top 25%¬Top 25%
61862¬RK935¬South Hams Hospital¬Patients assessed for blood clots¬94.53¬94.53% of patients assessed
61862¬RK935¬South Hams Hospital¬Potential under-reporting of incidents¬2¬Within expected range
61862¬RK935¬South Hams Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
61862¬RK935¬South Hams Hospital¬Price Performance¬Top 25%¬Top 25%
61862¬RK935¬South Hams Hospital¬Procurement Process Efficiency¬Top 25%¬Top 25%
61862¬RK935¬South Hams Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
61862¬RK935¬South Hams Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
61862¬RK935¬South Hams Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.110¬Number of deaths within the expected range
61862¬RK935¬South Hams Hospital¬Friends and Family Test score: Staff - Care¬84%¬staff recommend this hospital for care. 2161 responses. 7107 staff work at this trust.
61862¬RK935¬South Hams Hospital¬Friends and Family Test score: Staff - Work¬67%¬staff recommend this hospital as a place to work. 2161 responses. 7107 staff work at this trust.
61862¬RK935¬South Hams Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61862¬RK935¬South Hams Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Agency staff as a percentage of average expenditure¬6%¬Average expenditure with a value of 6%
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Choice of breakfast¬1¬Amongst the best
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Choice of food¬96.13%¬96.13% Amongst the best
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Care hours per patient day¬12.22¬hours
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Cost of food services per patient per day¬£32.61¬
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Financial performance¬£-6.21m Deficit¬
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Food available between meals¬1¬
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Fresh fruit available¬1¬
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Percentage of patients waiting less than 18 weeks¬96%¬96% of patients waiting less than 18 weeks from referral
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Menu approved by dietitian¬1¬
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Quality of food¬98.19%¬98.19% Amongst the best
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Friends and Family Test score: Staff - Care¬73%¬staff recommend this hospital for care. 314 responses. 3522 staff work at this trust.
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Friends and Family Test score: Staff - Work¬59%¬staff recommend this hospital as a place to work. 314 responses. 3522 staff work at this trust.
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Recommended by staff¬72¬Within expected range with a value of 72%
61908¬RNNBD¬Keswick Mary Hewetson Hospital¬Recommended by staff¬72¬Within expected range with a value of 72%
61961¬RNU44¬Wykeham Park Day Hospital¬A&E performance¬98.01%¬Patients seen within 4 hours
61961¬RNU44¬Wykeham Park Day Hospital¬Agency staff as a percentage of average expenditure¬3%¬Average expenditure with a value of 3%
61961¬RNU44¬Wykeham Park Day Hospital¬Financial performance¬£-14.84m Deficit¬
61961¬RNU44¬Wykeham Park Day Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
61961¬RNU44¬Wykeham Park Day Hospital¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 1145 responses. 5343 staff work at this trust.
61961¬RNU44¬Wykeham Park Day Hospital¬Friends and Family Test score: Staff - Work¬65%¬staff recommend this hospital as a place to work. 1145 responses. 5343 staff work at this trust.
61961¬RNU44¬Wykeham Park Day Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61961¬RNU44¬Wykeham Park Day Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61968¬RNU75¬The Fulbrook Centre¬A&E performance¬98.01%¬Patients seen within 4 hours
61968¬RNU75¬The Fulbrook Centre¬Care Quality Commission inspection ratings¬5¬No rating
61968¬RNU75¬The Fulbrook Centre¬Care Quality Commission inspection ratings¬5¬No rating
61968¬RNU75¬The Fulbrook Centre¬Care Quality Commission inspection ratings¬5¬No rating
61968¬RNU75¬The Fulbrook Centre¬Choice of breakfast¬1¬Amongst the best
61968¬RNU75¬The Fulbrook Centre¬Choice of food¬93.72%¬93.72% Amongst the best
61968¬RNU75¬The Fulbrook Centre¬Care hours per patient day¬9.85¬hours
61968¬RNU75¬The Fulbrook Centre¬Cost of food services per patient per day¬£10.20¬
61968¬RNU75¬The Fulbrook Centre¬Financial performance¬£-14.84m Deficit¬
61968¬RNU75¬The Fulbrook Centre¬Food available between meals¬1¬
61968¬RNU75¬The Fulbrook Centre¬Fresh fruit available¬1¬
61968¬RNU75¬The Fulbrook Centre¬Menu approved by dietitian¬1¬
61968¬RNU75¬The Fulbrook Centre¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
61968¬RNU75¬The Fulbrook Centre¬Quality of food¬95.59%¬95.59% Amongst the best
61968¬RNU75¬The Fulbrook Centre¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 1145 responses. 5343 staff work at this trust.
61968¬RNU75¬The Fulbrook Centre¬Friends and Family Test score: Staff - Work¬65%¬staff recommend this hospital as a place to work. 1145 responses. 5343 staff work at this trust.
61968¬RNU75¬The Fulbrook Centre¬Recommended by staff¬69¬Within expected range with a value of 69%
61968¬RNU75¬The Fulbrook Centre¬Recommended by staff¬69¬Within expected range with a value of 69%
61977¬RNUCK¬Didcot Community Hospital¬A&E performance¬98.01%¬Patients seen within 4 hours
61977¬RNUCK¬Didcot Community Hospital¬Agency staff as a percentage of average expenditure¬3%¬Average expenditure with a value of 3%
61977¬RNUCK¬Didcot Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61977¬RNUCK¬Didcot Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61977¬RNUCK¬Didcot Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61977¬RNUCK¬Didcot Community Hospital¬Choice of breakfast¬1¬Amongst the best
61977¬RNUCK¬Didcot Community Hospital¬Choice of food¬93.68%¬93.68% Amongst the best
61977¬RNUCK¬Didcot Community Hospital¬Care hours per patient day¬7.85¬hours
61977¬RNUCK¬Didcot Community Hospital¬Cost of food services per patient per day¬£10.56¬
61977¬RNUCK¬Didcot Community Hospital¬Financial performance¬£-14.84m Deficit¬
61977¬RNUCK¬Didcot Community Hospital¬Food available between meals¬1¬
61977¬RNUCK¬Didcot Community Hospital¬Fresh fruit available¬1¬
61977¬RNUCK¬Didcot Community Hospital¬Menu approved by dietitian¬1¬
61977¬RNUCK¬Didcot Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
61977¬RNUCK¬Didcot Community Hospital¬Quality of food¬74.87%¬74.87% In the middle range  
61977¬RNUCK¬Didcot Community Hospital¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 1145 responses. 5343 staff work at this trust.
61977¬RNUCK¬Didcot Community Hospital¬Friends and Family Test score: Staff - Work¬65%¬staff recommend this hospital as a place to work. 1145 responses. 5343 staff work at this trust.
61977¬RNUCK¬Didcot Community Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61977¬RNUCK¬Didcot Community Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61991¬RNUDJ¬Wallingford Community Hospital¬A&E performance¬98.01%¬Patients seen within 4 hours
61991¬RNUDJ¬Wallingford Community Hospital¬Agency staff as a percentage of average expenditure¬3%¬Average expenditure with a value of 3%
61991¬RNUDJ¬Wallingford Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61991¬RNUDJ¬Wallingford Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61991¬RNUDJ¬Wallingford Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61991¬RNUDJ¬Wallingford Community Hospital¬Choice of breakfast¬1¬Amongst the best
61991¬RNUDJ¬Wallingford Community Hospital¬Choice of food¬92.38%¬92.38% Amongst the best
61991¬RNUDJ¬Wallingford Community Hospital¬Care hours per patient day¬8.24¬hours
61991¬RNUDJ¬Wallingford Community Hospital¬Cost of food services per patient per day¬£10.58¬
61991¬RNUDJ¬Wallingford Community Hospital¬Financial performance¬£-14.84m Deficit¬
61991¬RNUDJ¬Wallingford Community Hospital¬Food available between meals¬1¬
61991¬RNUDJ¬Wallingford Community Hospital¬Fresh fruit available¬1¬
61991¬RNUDJ¬Wallingford Community Hospital¬Menu approved by dietitian¬1¬
61991¬RNUDJ¬Wallingford Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
61991¬RNUDJ¬Wallingford Community Hospital¬Quality of food¬80.39%¬80.39% Amongst the best
61991¬RNUDJ¬Wallingford Community Hospital¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 1145 responses. 5343 staff work at this trust.
61991¬RNUDJ¬Wallingford Community Hospital¬Friends and Family Test score: Staff - Work¬65%¬staff recommend this hospital as a place to work. 1145 responses. 5343 staff work at this trust.
61991¬RNUDJ¬Wallingford Community Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61991¬RNUDJ¬Wallingford Community Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61992¬RNUDK¬Wantage Community Hospital¬A&E performance¬98.01%¬Patients seen within 4 hours
61992¬RNUDK¬Wantage Community Hospital¬Agency staff as a percentage of average expenditure¬3%¬Average expenditure with a value of 3%
61992¬RNUDK¬Wantage Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61992¬RNUDK¬Wantage Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61992¬RNUDK¬Wantage Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
61992¬RNUDK¬Wantage Community Hospital¬Financial performance¬£-14.84m Deficit¬
61992¬RNUDK¬Wantage Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
61992¬RNUDK¬Wantage Community Hospital¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 1145 responses. 5343 staff work at this trust.
61992¬RNUDK¬Wantage Community Hospital¬Friends and Family Test score: Staff - Work¬65%¬staff recommend this hospital as a place to work. 1145 responses. 5343 staff work at this trust.
61992¬RNUDK¬Wantage Community Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
61992¬RNUDK¬Wantage Community Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
62043¬RP701¬Rochford Unit¬Choice of breakfast¬1¬Amongst the best
62043¬RP701¬Rochford Unit¬Choice of food¬79.78%¬79.78% In the middle range  
62043¬RP701¬Rochford Unit¬Care hours per patient day¬7.72¬hours
62043¬RP701¬Rochford Unit¬Cost of food services per patient per day¬£15.24¬
62043¬RP701¬Rochford Unit¬Financial performance¬£0.05m Surplus¬
62043¬RP701¬Rochford Unit¬Food available between meals¬1¬
62043¬RP701¬Rochford Unit¬Fresh fruit available¬1¬
62043¬RP701¬Rochford Unit¬Menu approved by dietitian¬1¬
62043¬RP701¬Rochford Unit¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
62043¬RP701¬Rochford Unit¬Quality of food¬95.04%¬95.04% Amongst the best
62043¬RP701¬Rochford Unit¬Recommended by staff¬66¬Within expected range with a value of 66%
62043¬RP701¬Rochford Unit¬Recommended by staff¬66¬Within expected range with a value of 66%
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Choice of breakfast¬1¬Amongst the best
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Choice of food¬76.47%¬76.47% In the middle range  
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Care hours per patient day¬14.22¬hours
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Cost of food services per patient per day¬£8.02¬
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Financial performance¬£0.05m Surplus¬
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Food available between meals¬1¬
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Fresh fruit available¬1¬
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Menu approved by dietitian¬1¬
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Quality of food¬88.49%¬88.49% Amongst the best
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Recommended by staff¬66¬Within expected range with a value of 66%
62085¬RP7CG¬Witham Court - Brant Ward & Langworth Ward¬Recommended by staff¬66¬Within expected range with a value of 66%
62089¬RP7DC¬Maple Lodge¬Care hours per patient day¬7.17¬hours
62089¬RP7DC¬Maple Lodge¬Cost of food services per patient per day¬£8.83¬
62089¬RP7DC¬Maple Lodge¬Financial performance¬£0.05m Surplus¬
62089¬RP7DC¬Maple Lodge¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
62089¬RP7DC¬Maple Lodge¬Recommended by staff¬66¬Within expected range with a value of 66%
62089¬RP7DC¬Maple Lodge¬Recommended by staff¬66¬Within expected range with a value of 66%
62090¬RP7MA¬Ash Villa¬Choice of breakfast¬1¬Amongst the best
62090¬RP7MA¬Ash Villa¬Choice of food¬80.87%¬80.87% Amongst the best
62090¬RP7MA¬Ash Villa¬Care hours per patient day¬16.21¬hours
62090¬RP7MA¬Ash Villa¬Cost of food services per patient per day¬£16.60¬
62090¬RP7MA¬Ash Villa¬Financial performance¬£0.05m Surplus¬
62090¬RP7MA¬Ash Villa¬Food available between meals¬1¬
62090¬RP7MA¬Ash Villa¬Fresh fruit available¬1¬
62090¬RP7MA¬Ash Villa¬Menu approved by dietitian¬1¬
62090¬RP7MA¬Ash Villa¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
62090¬RP7MA¬Ash Villa¬Quality of food¬88.53%¬88.53% Amongst the best
62090¬RP7MA¬Ash Villa¬Recommended by staff¬66¬Within expected range with a value of 66%
62090¬RP7MA¬Ash Villa¬Recommended by staff¬66¬Within expected range with a value of 66%
62173¬NVM02¬Epsom Day Surgery Limited¬Care Quality Commission inspection ratings¬2¬Good
62173¬NVM02¬Epsom Day Surgery Limited¬Care Quality Commission inspection ratings¬2¬Good
62173¬NVM02¬Epsom Day Surgery Limited¬Care Quality Commission inspection ratings¬2¬Good
62173¬NVM02¬Epsom Day Surgery Limited¬Percentage of patients waiting less than 18 weeks¬96%¬96% of patients waiting less than 18 weeks from referral
62380¬NYW01¬Aspen - The Holly Private Hospital¬Care Quality Commission inspection ratings¬2¬Good
62380¬NYW01¬Aspen - The Holly Private Hospital¬Care Quality Commission inspection ratings¬2¬Good
62380¬NYW01¬Aspen - The Holly Private Hospital¬Care Quality Commission inspection ratings¬2¬Good
62380¬NYW01¬Aspen - The Holly Private Hospital¬Choice of breakfast¬1¬Amongst the best
62380¬NYW01¬Aspen - The Holly Private Hospital¬Choice of food¬93.92%¬93.92% Amongst the best
62380¬NYW01¬Aspen - The Holly Private Hospital¬Food available between meals¬1¬
62380¬NYW01¬Aspen - The Holly Private Hospital¬Fresh fruit available¬1¬
62380¬NYW01¬Aspen - The Holly Private Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
62380¬NYW01¬Aspen - The Holly Private Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 16 responses
62380¬NYW01¬Aspen - The Holly Private Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 16 responses
62380¬NYW01¬Aspen - The Holly Private Hospital¬Menu approved by dietitian¬1¬
62380¬NYW01¬Aspen - The Holly Private Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
62380¬NYW01¬Aspen - The Holly Private Hospital¬Quality of food¬97.45%¬97.45% Amongst the best
62381¬NYW02¬Aspen - Parkside Hospital¬Care Quality Commission inspection ratings¬2¬Good
62381¬NYW02¬Aspen - Parkside Hospital¬Care Quality Commission inspection ratings¬2¬Good
62381¬NYW02¬Aspen - Parkside Hospital¬Care Quality Commission inspection ratings¬2¬Good
62381¬NYW02¬Aspen - Parkside Hospital¬Choice of breakfast¬1¬Amongst the best
62381¬NYW02¬Aspen - Parkside Hospital¬Choice of food¬88.37%¬88.37% Amongst the best
62381¬NYW02¬Aspen - Parkside Hospital¬Food available between meals¬1¬
62381¬NYW02¬Aspen - Parkside Hospital¬Fresh fruit available¬1¬
62381¬NYW02¬Aspen - Parkside Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
62381¬NYW02¬Aspen - Parkside Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 18 responses
62381¬NYW02¬Aspen - Parkside Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 18 responses
62381¬NYW02¬Aspen - Parkside Hospital¬Menu approved by dietitian¬1¬
62381¬NYW02¬Aspen - Parkside Hospital¬Quality of food¬93.40%¬93.40% Amongst the best
62382¬NYW03¬Highgate Private Hospital¬Care Quality Commission inspection ratings¬2¬Good
62382¬NYW03¬Highgate Private Hospital¬Care Quality Commission inspection ratings¬2¬Good
62382¬NYW03¬Highgate Private Hospital¬Care Quality Commission inspection ratings¬2¬Good
62382¬NYW03¬Highgate Private Hospital¬Choice of breakfast¬1¬Amongst the best
62382¬NYW03¬Highgate Private Hospital¬Choice of food¬82.56%¬82.56% Amongst the best
62382¬NYW03¬Highgate Private Hospital¬Food available between meals¬1¬
62382¬NYW03¬Highgate Private Hospital¬Fresh fruit available¬1¬
62382¬NYW03¬Highgate Private Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
62382¬NYW03¬Highgate Private Hospital¬Menu approved by dietitian¬1¬
62382¬NYW03¬Highgate Private Hospital¬Quality of food¬96.74%¬96.74% Amongst the best
62493¬RPGCR¬Bridgeways Day Hospital¬Agency staff as a percentage of average expenditure¬7%¬Average expenditure with a value of 7%
62493¬RPGCR¬Bridgeways Day Hospital¬Financial performance¬£-4.93m Deficit¬
62493¬RPGCR¬Bridgeways Day Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
62493¬RPGCR¬Bridgeways Day Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
62493¬RPGCR¬Bridgeways Day Hospital¬Friends and Family Test score: Staff - Care¬72%¬staff recommend this hospital for care. 436 responses. 3648 staff work at this trust.
62493¬RPGCR¬Bridgeways Day Hospital¬Friends and Family Test score: Staff - Work¬70%¬staff recommend this hospital as a place to work. 436 responses. 3648 staff work at this trust.
62493¬RPGCR¬Bridgeways Day Hospital¬Recommended by staff¬67¬Within expected range with a value of 67%
62493¬RPGCR¬Bridgeways Day Hospital¬Recommended by staff¬67¬Within expected range with a value of 67%
62824¬RRERS¬The Redwoods Centre¬Choice of breakfast¬1¬Amongst the best
62824¬RRERS¬The Redwoods Centre¬Choice of food¬88.39%¬88.39% Amongst the best
62824¬RRERS¬The Redwoods Centre¬Care hours per patient day¬7.31¬hours
62824¬RRERS¬The Redwoods Centre¬Cost of food services per patient per day¬£9.88¬
62824¬RRERS¬The Redwoods Centre¬Financial performance¬£1.13m Surplus¬
62824¬RRERS¬The Redwoods Centre¬Food available between meals¬1¬
62824¬RRERS¬The Redwoods Centre¬Fresh fruit available¬1¬
62824¬RRERS¬The Redwoods Centre¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
62824¬RRERS¬The Redwoods Centre¬Menu approved by dietitian¬1¬
62824¬RRERS¬The Redwoods Centre¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
62824¬RRERS¬The Redwoods Centre¬Quality of food¬98.17%¬98.17% Amongst the best
62824¬RRERS¬The Redwoods Centre¬Friends and Family Test score: Staff - Care¬81%¬staff recommend this hospital for care. 62 responses. 7989 staff work at this trust.
62824¬RRERS¬The Redwoods Centre¬Friends and Family Test score: Staff - Work¬66%¬staff recommend this hospital as a place to work. 62 responses. 7989 staff work at this trust.
62824¬RRERS¬The Redwoods Centre¬Recommended by staff¬70¬Within expected range with a value of 70%
